date,team,player,injury,duration,notes,long_name
2012-02-15,MIN,Carson McMillan,torso,placed on IR with lower body injury,placed on IR with lower body injury,Wild
2011-12-19,MIN,Casey Wellman,la,15,placed on IR with wrist injury,Wild
2011-12-17,MIN,Casey Wellman,la,wrist injury (DTD),wrist injury (DTD),Wild
2013-10-06,MIN,Charlie Coyle,ul,26,placed on IR with sprained knee,Wild
2015-05-05,MIN,Chris Stewart,ua,365,arm injury (out for season),Wild
2015-10-27,MIN,Christian Folin,torso,1,lower body injury (DTD),Wild
2016-11-26,MIN,Christian Folin,ul,1,sprained MCL in left knee (DTD),Wild
2017-03-06,MIN,Christian Folin,torso,upper body injury (DTD),upper body injury (DTD),Wild
2009-11-13,MIN,Chuck Kobasew,torso,1,upper body injury (DTD),Wild
2009-12-26,MIN,Chuck Kobasew,ul,1,knee injury (out indefinitely),Wild
2011-03-29,MIN,Chuck Kobasew,ll,sore leg (DTD),sore leg (DTD),Wild
2011-12-27,MIN,Clayton Stoner,ul,10,placed on IR with groin injury,Wild
2012-02-09,MIN,Clayton Stoner,torso,31,placed on IR with lower body injury,Wild
2013-12-27,MIN,Clayton Stoner,torso,6,placed on IR with lower body injury,Wild
2009-12-29,MIN,Clayton Stoner,ul,1,strained groin (out indefinitely),Wild
2010-11-27,MIN,Clayton Stoner,torso,1,upper body injury (DTD),Wild
2011-10-29,MIN,Clayton Stoner,la,1,finger/hand injury (DTD),Wild
2011-12-26,MIN,Clayton Stoner,ul,1,groin injury (DTD),Wild
2012-02-04,MIN,Clayton Stoner,torso,1,lower body injury (DTD),Wild
2013-11-09,MIN,Clayton Stoner,ll,1,leg injury (DTD),Wild
2013-12-23,MIN,Clayton Stoner,torso,1,lower body injury (DTD),Wild
2014-03-23,MIN,Clayton Stoner,ul,knee injury (DTD),knee injury (DTD),Wild
2011-10-01,MIN,Cody Almond,torso,-218,placed on IR with back injury,Wild
2014-03-29,MIN,Cody McCormick,torso,facial injury (DTD),facial injury (DTD),Wild
2009-01-17,MIN,Craig Weller,head,head injury (DTD),head injury (DTD),Wild
2011-10-22,MIN,Dany Heatley,ul,1,groin injury (DTD),Wild
2013-04-04,MIN,Dany Heatley,la,1,wrist injury (Y) / lower body injury (CBC) (DTD),Wild
2013-04-09,MIN,Dany Heatley,torso,365,surgery on shoulder (out for season),Wild
2013-03-08,MIN,Darcy Kuemper,ul,5,placed on IR with groin injury,Wild
2015-01-08,MIN,Darcy Kuemper,torso,11,placed on IR with lower body injury,Wild
2016-01-02,MIN,Darcy Kuemper,head,7,placed on IR with concussion,Wild
2014-03-31,MIN,Darcy Kuemper,torso,718,upper body injury (DTD),Wild
2009-09-29,MIN,Derek Boogaard,head,17,placed on IR with concussion,Wild
2007-03-06,MIN,Derek Boogaard,torso,1,back injury (DTD),Wild
2010-01-28,MIN,Derek Boogaard,ul,1,hamstring injury (DTD),Wild
2010-03-14,MIN,Derek Boogaard,torso,facial laceration (DTD),facial laceration (DTD),Wild
2015-12-06,MIN,Devan Dubnyk,ul,strained groin (DTD),strained groin (DTD),Wild
2011-12-07,MIN,Devin Setoguchi,torso,27,placed on IR wiith lower body injury,Wild
2012-01-10,MIN,Devin Setoguchi,ul,knee injury (DTD),knee injury (DTD),Wild
2007-10-10,MIN,Dominic Moore,torso,abdominal strain (DTD),abdominal strain (DTD),Wild
2008-03-09,MIN,Eric Belanger,ll,leg injury (DTD),leg injury (DTD),Wild
2014-10-28,MIN,Erik Haula,head,1,head injury (DTD),Wild
2016-04-10,MIN,Erik Haula,torso,252,lower body injury (DTD),Wild
2015-10-06,MIN,Grayson Downing,torso,31,placed on injured/non-roster list with lower body injury,Wild
2011-10-29,MIN,Greg Zanon,ul,30,placed on IR with groin injury,Wild
2010-03-19,MIN,Greg Zanon,ll,1,ankle injury (DTD),Wild
2011-10-21,MIN,Greg Zanon,ul,1,groin injury (DTD),Wild
2011-12-26,MIN,Greg Zanon,torso,upper body injury (DTD),upper body injury (DTD),Wild
2010-10-28,MIN,Guillaume Latendresse,ul,131,placed on IR with groin injury (Y),Wild
2011-11-16,MIN,Guillaume Latendresse,head,27,placed on IR with concussion,Wild
2011-12-15,MIN,Guillaume Latendresse,head,1,placed on IR with post-concussion syndrome (out for season),Wild
2010-04-08,MIN,Guillaume Latendresse,torso,1,back spasms (out for season),Wild
2010-10-27,MIN,Guillaume Latendresse,ul,1,groin injury (DTD),Wild
2011-03-14,MIN,Guillaume Latendresse,torso,1,lower body injury (out indefinitely),Wild
2011-10-22,MIN,Guillaume Latendresse,ul,1,groin / hip injury (DTD),Wild
2011-11-11,MIN,Guillaume Latendresse,head,3000,concussion (out indefinitely),Wild
2017-03-10,MIN,Gustav Olofsson,torso,upper body injury (DTD),upper body injury (DTD),Wild
2010-10-06,MIN,James Sheppard,ul,-20,placed on injured/non-roster list recovering from surgery on left knee,Wild
2013-02-03,MIN,Jared Spurgeon,ll,9,placed on IR with foot injury,Wild
2014-01-03,MIN,Jared Spurgeon,torso,32,placed on IR with lower body injury,Wild
2014-10-31,MIN,Jared Spurgeon,torso,13,placed on IR with shoulder injury,Wild
2015-02-24,MIN,Jared Spurgeon,torso,12,placed on IR with upper body injury,Wild
2011-12-27,MIN,Jared Spurgeon,torso,1,lower body injury (DTD),Wild
2012-03-23,MIN,Jared Spurgeon,head,1,concussion (out for season),Wild
2015-02-19,MIN,Jared Spurgeon,torso,610,upper body injury (DTD),Wild
2011-12-31,MIN,Jarod Palmer,torso,365,placed on IR with upper body injury (out for season),Wild
2013-04-24,MIN,Jason Pominville,head,1,concussion (DTD),Wild
2016-03-09,MIN,Jason Pominville,torso,lower body injury (DTD),lower body injury (DTD),Wild
2014-02-25,MIN,Jason Zucker,ll,1,placed on IR with leg injury (out for season),Wild
2015-02-10,MIN,Jason Zucker,torso,56,placed on IR with fractured collarbone,Wild
2016-02-22,MIN,Jason Zucker,head,11,placed on IR with concussion (CBS Y),Wild
2013-03-13,MIN,Jason Zucker,head,head injury (DTD),head injury (DTD),Wild
2010-12-11,MIN,John Madden,torso,112,upper body injury (DTD),Wild
2008-10-08,MIN,John Scott,ll,placed on IR with sprained ankle,placed on IR with sprained ankle,Wild
2016-02-05,MIN,Jonas Brodin,ll,24,placed on IR with fractured foot,Wild
2017-02-13,MIN,Jonas Brodin,la,5,placed on IR with fractured finger,Wild
2013-10-24,MIN,Jonas Brodin,head,1,cheekbone injury (DTD),Wild
2014-10-28,MIN,Jonas Brodin,torso,1,upper body injury (DTD),Wild
2017-01-18,MIN,Jonas Brodin,la,fractured finger (DTD),fractured finger (DTD),Wild
2011-01-14,MIN,Jose Theodore,ul,hip injury (DTD),hip injury (DTD),Wild
2007-11-28,MIN,Josh Harding,head,1,placed on IR with head injury,Wild
2010-10-06,MIN,Josh Harding,ul,1,placed on IR with torn ACL and MCL in right knee (out for season),Wild
2011-12-14,MIN,Josh Harding,head,1,placed on IR with head injury,Wild
2014-10-09,MIN,Josh Harding,ll,39,placed on IR with foot injury,Wild
2007-11-22,MIN,Josh Harding,head,1,head injury (out indefinitely),Wild
2008-11-18,MIN,Josh Harding,torso,1,lower body injury (DTD),Wild
2010-02-06,MIN,Josh Harding,ul,1,hip injury (DTD),Wild
2011-12-07,MIN,Josh Harding,head,1,head injury (DTD),Wild
2013-10-25,MIN,Josh Harding,torso,1,lower body injury (DTD),Wild
2013-11-23,MIN,Josh Harding,ul,hamstring injury (DTD),hamstring injury (DTD),Wild
2011-12-03,MIN,Justin Falk,torso,17,placed on IR with back injury,Wild
2015-01-13,MIN,Justin Falk,torso,8,placed on IR with upper body injury,Wild
2010-03-21,MIN,Justin Falk,torso,1,upper body injury (DTD),Wild
2012-03-05,MIN,Justin Falk,ll,leg injury (DTD),leg injury (DTD),Wild
2014-10-05,MIN,Justin Fontaine,torso,12,placed on IR with lower body injury,Wild
2015-01-31,MIN,Justin Fontaine,torso,9,placed on IR with lower body injury (date 02-03 per CBC),Wild
2015-10-06,MIN,Justin Fontaine,torso,1,placed on IR with upper body injury,Wild
2015-11-05,MIN,Justin Fontaine,ul,23,placed on IR with left knee injury,Wild
2014-01-04,MIN,Justin Fontaine,torso,1,upper body injury (DTD),Wild
2015-05-02,MIN,Justin Fontaine,ll,1,leg injury (out for season),Wild
2015-10-31,MIN,Justin Fontaine,ul,left knee injury (DTD),left knee injury (DTD),Wild
2013-11-11,MIN,Keith Ballard,torso,1,placed on IR with upper body injury,Wild
2014-12-15,MIN,Keith Ballard,head,1,placed on IR with concussion (out for season),Wild
2013-11-06,MIN,Keith Ballard,torso,1,upper body injury (DTD),Wild
2014-03-18,MIN,Keith Ballard,ul,1,groin injury (DTD),Wild
2014-05-11,MIN,Keith Ballard,torso,1,upper body injury (out for season),Wild
2014-12-10,MIN,Keith Ballard,head,365,concussion / facial fractures (out for season),Wild
2009-10-24,MIN,Kim Johnsson,torso,17,placed on IR with upper body injury,Wild
2007-04-19,MIN,Kim Johnsson,head,1,head injury (DTD),Wild
2007-10-31,MIN,Kim Johnsson,ll,leg injury (DTD),leg injury (DTD),Wild
2008-09-20,MIN,Kurtis Foster,ll,141,placed on IR with fractured left leg,Wild
2007-10-03,MIN,Kurtis Foster,ul,1,groin injury (DTD),Wild
2007-11-28,MIN,Kurtis Foster,head,1,cheekbone injury (DTD),Wild
2008-03-04,MIN,Kurtis Foster,torso,1,sore back (DTD),Wild
2008-03-19,MIN,Kurtis Foster,ll,3000,right leg injury (out indefinitely),Wild
2015-03-24,MIN,Kyle Brodziak,torso,upper body injury (DTD),upper body injury (DTD),Wild
2008-12-19,MIN,Marc-Andre Bergeron,torso,25,placed on IR with lower body injury,Wild
2009-04-30,MIN,Marc-Andre Bergeron,torso,3000,surgery on back (out indefinitely),Wild
2011-11-18,MIN,Marco Scandella,head,5,placed on IR with concussion,Wild
2013-01-19,MIN,Marco Scandella,ul,408,placed on IR with groin injury,Wild
2015-01-14,MIN,Marco Scandella,torso,3,placed on IR with upper body injury,Wild
2015-11-19,MIN,Marco Scandella,torso,12,placed on IR with lower body injury,Wild
2016-11-09,MIN,Marco Scandella,torso,14,placed on IR with lower body injury,Wild
2011-01-16,MIN,Marco Scandella,head,1,concussion (DTD),Wild
2011-03-20,MIN,Marco Scandella,la,1,finger injury (out for season),Wild
2011-11-13,MIN,Marco Scandella,head,1,concussion (DTD),Wild
2012-03-31,MIN,Marco Scandella,torso,1,upper body injury (DTD),Wild
2014-02-05,MIN,Marco Scandella,ul,1,sprained knee (DTD),Wild
2015-01-07,MIN,Marco Scandella,torso,660,upper body injury (DTD),Wild
2010-12-30,MIN,Marek Zidlicky,torso,50,placed on IR with shoulder injury,Wild
2011-11-23,MIN,Marek Zidlicky,head,21,placed on IR with concussion,Wild
2008-10-11,MIN,Marek Zidlicky,ll,1,sprained right ankle (DTD),Wild
2009-03-22,MIN,Marek Zidlicky,torso,1,lower body injury (DTD),Wild
2010-04-05,MIN,Marek Zidlicky,ua,1,arm injury (out for season),Wild
2010-10-07,MIN,Marek Zidlicky,ul,1,groin injury (DTD),Wild
2010-11-06,MIN,Marek Zidlicky,torso,1,lower body injury (DTD),Wild
2011-03-17,MIN,Marek Zidlicky,ul,1,hamstring injury (DTD),Wild
2011-11-17,MIN,Marek Zidlicky,head,concussion (DTD),concussion (DTD),Wild
2008-10-16,MIN,Marian Gaborik,torso,62,placed on IR with back injury,Wild
2009-01-03,MIN,Marian Gaborik,ul,78,placed on IR with surgery on hip,Wild
2007-10-27,MIN,Marian Gaborik,ul,1,groin injury (DTD),Wild
2008-12-28,MIN,Marian Gaborik,torso,lower body injury (DTD),lower body injury (DTD),Wild
2007-03-04,MIN,Mark Parrish,torso,1,upper body injury (DTD),Wild
2007-11-30,MIN,Mark Parrish,ul,1,hip injury (DTD),Wild
2008-01-16,MIN,Mark Parrish,torso,1,back injury (DTD),Wild
2008-02-05,MIN,Mark Parrish,head,1,head injury (DTD),Wild
2008-04-09,MIN,Mark Parrish,ul,3000,left knee injury (out indefinitely),Wild
2009-11-26,MIN,Martin Havlat,ul,6,placed on IR with hamstring injury,Wild
2009-10-14,MIN,Martin Havlat,ul,1,groin injury (DTD),Wild
2011-04-08,MIN,Martin Havlat,torso,365,upper body injury (out for season),Wild
2014-11-06,MIN,Matt Cooke,torso,44,placed on IR with lower body injury,Wild
2015-02-03,MIN,Matt Cooke,torso,63,placed on IR with lower body injury,Wild
2014-10-30,MIN,Matt Cooke,torso,lower body injury (DTD),lower body injury (DTD),Wild
2010-12-10,MIN,Matt Cullen,ul,1,groin injury (DTD),Wild
2011-02-05,MIN,Matt Cullen,torso,1,upper body injury (DTD),Wild
2012-03-24,MIN,Matt Cullen,la,1,broken finger (out for season),Wild
2013-04-02,MIN,Matt Cullen,torso,lower body injury (DTD),lower body injury (DTD),Wild
2017-02-12,MIN,Matt Dumba,ul,knee injury (DTD),knee injury (DTD),Wild
2008-02-24,MIN,Matt Foy,head,left eye injury (DTD),left eye injury (DTD),Wild
2011-10-01,MIN,Matt Kassian,la,9,placed on IR with finger injury,Wild
2012-03-22,MIN,Matt Kassian,ul,365,strained groin (out for season),Wild
2014-05-09,MIN,Matt Moulson,torso,365,lower body injury (out for season),Wild
2013-10-01,MIN,Michael Rupp,ul,55,placed on IR with surgery on left knee,Wild
2013-03-17,MIN,Michael Rupp,torso,lower body injury (DTD),lower body injury (DTD),Wild
2013-11-28,MIN,Mikael Granlund,head,24,placed on IR with head injury,Wild
2014-12-28,MIN,Mikael Granlund,la,30,placed on IR with wrist injury,Wild
2013-11-23,MIN,Mikael Granlund,torso,129,upper body injury (DTD),Wild
2011-10-01,MIN,Mike Lundin,torso,48,placed on IR with back injury,Wild
2012-02-18,MIN,Mike Lundin,torso,365,placed on IR with lower body injury (out for season),Wild
2007-11-17,MIN,Mikko Koivu,ul,55,placed on IR with left knee injury,Wild
2011-02-24,MIN,Mikko Koivu,la,18,placed on IR with left hand injury,Wild
2011-12-22,MIN,Mikko Koivu,ll,4,placed on IR with leg injury,Wild
2012-01-15,MIN,Mikko Koivu,torso,25,placed on IR with upper body injury,Wild
2012-02-24,MIN,Mikko Koivu,torso,27,placed on IR with shoulder injury,Wild
2014-01-05,MIN,Mikko Koivu,ll,57,placed on IR with surgery on ankle,Wild
2009-03-23,MIN,Mikko Koivu,ul,1,knee injury (DTD),Wild
2010-03-25,MIN,Mikko Koivu,ua,1,arm injury (DTD),Wild
2011-02-19,MIN,Mikko Koivu,la,1,left hand injury (DTD),Wild
2011-12-17,MIN,Mikko Koivu,ll,1,leg injury (DTD),Wild
2015-04-04,MIN,Mikko Koivu,head,eye injury (DTD),eye injury (DTD),Wild
2015-03-17,MIN,Nate Prosser,torso,1,lower body injury (DTD),Wild
2016-01-05,MIN,Nate Prosser,la,hand injury (DTD),hand injury (DTD),Wild
2012-03-04,MIN,Nick Palmieri,torso,upper body injury (DTD),upper body injury (DTD),Wild
2009-04-05,MIN,Nick Schultz,head,1,eye injury (DTD),Wild
2010-04-05,MIN,Nick Schultz,ll,1,leg injury (DTD),Wild
2010-12-20,MIN,Nick Schultz,head,102,head injury (DTD),Wild
2010-02-04,MIN,Niklas Backstrom,torso,1,placed on IR with sore back,Wild
2013-11-18,MIN,Niklas Backstrom,head,1,placed on IR with concussion,Wild
2007-03-01,MIN,Niklas Backstrom,torso,1,lower body injury (DTD),Wild
2007-10-27,MIN,Niklas Backstrom,ul,1,groin injury (DTD),Wild
2010-01-28,MIN,Niklas Backstrom,torso,1,sore back (DTD),Wild
2010-03-11,MIN,Niklas Backstrom,ul,1,groin injury (DTD),Wild
2012-03-01,MIN,Niklas Backstrom,ll,1,right leg injury (out indefinitely),Wild
2012-03-24,MIN,Niklas Backstrom,torso,1,lower body injury (DTD),Wild
2013-04-30,MIN,Niklas Backstrom,ll,1,left leg injury (out for season),Wild
2013-10-09,MIN,Niklas Backstrom,ul,1,strained knee (DTD),Wild
2013-11-14,MIN,Niklas Backstrom,head,1,concussion (out indefinitely),Wild
2014-01-21,MIN,Niklas Backstrom,torso,43,lower body injury (DTD),Wild
2014-04-03,MIN,Nino Niederreiter,torso,336,upper body injury (DTD),Wild
2008-10-23,MIN,Owen Nolan,torso,2,placed on IR with lower body injury,Wild
2008-11-03,MIN,Owen Nolan,torso,1,placed on IR with lower body injury,Wild
2009-12-16,MIN,Owen Nolan,ll,5,placed on IR with leg injury,Wild
2008-10-16,MIN,Owen Nolan,torso,1,lower body injury (DTD),Wild
2008-12-05,MIN,Owen Nolan,ll,1,leg injury (DTD),Wild
2009-02-04,MIN,Owen Nolan,torso,1,upper body injury (DTD),Wild
2009-02-23,MIN,Owen Nolan,ll,1,fractured toe (DTD),Wild
2010-03-14,MIN,Owen Nolan,torso,1,lower body injury (DTD),Wild
2010-04-05,MIN,Owen Nolan,ll,365,leg injury (out for season),Wild
2007-10-24,MIN,Pavol Demitra,ul,8,placed on IR with groin injury,Wild
2007-04-05,MIN,Pavol Demitra,ll,1,leg injury (DTD),Wild
2007-11-05,MIN,Pavol Demitra,ul,groin injury (DTD),groin injury (DTD),Wild
2009-10-13,MIN,Petr Sykora,ul,1,sore groin (DTD),Wild
2009-11-07,MIN,Petr Sykora,head,3000,concussion (out indefinitely),Wild
2007-11-22,MIN,Petteri Nummelin,head,30,placed on IR with head injury,Wild
2008-03-04,MIN,Petteri Nummelin,ul,right thigh injury (DTD),right thigh injury (DTD),Wild
2008-10-17,MIN,Pierre-Marc Bouchard,torso,6,placed on IR with back injury,Wild
2009-10-06,MIN,Pierre-Marc Bouchard,head,421,placed on IR with headaches / concussion (out for season),Wild
2012-01-10,MIN,Pierre-Marc Bouchard,head,373,placed on IR with concussion (out for season),Wild
2008-10-16,MIN,Pierre-Marc Bouchard,torso,1,back injury (DTD),Wild
2010-09-17,MIN,Pierre-Marc Bouchard,head,1,concussion (out indefinitely),Wild
2012-01-07,MIN,Pierre-Marc Bouchard,torso,lower body injury (DTD),lower body injury (DTD),Wild
2014-12-13,MIN,Ryan Carter,torso,7,placed on IR with upper body injury,Wild
2015-02-10,MIN,Ryan Carter,torso,1,placed on IR with upper body injury,Wild
2016-01-19,MIN,Ryan Carter,la,14,placed on IR with hand injury,Wild
2015-11-28,MIN,Ryan Carter,torso,1,upper body injury (DTD),Wild
2016-01-05,MIN,Ryan Carter,la,1,hand injury (DTD),Wild
2016-03-19,MIN,Ryan Carter,torso,upper body injury (DTD),upper body injury (DTD),Wild
2008-01-14,MIN,Sean Hill,ll,26,placed on IR with sprained ankle,Wild
2008-01-13,MIN,Sean Hill,ll,sprained ankle (DTD),sprained ankle (DTD),Wild
2010-03-10,MIN,Shane Hnidy,ll,leg injury (DTD),leg injury (DTD),Wild
